restaurant_name,restaurant_url,location,price_level,cuisine,michelin_distinction,raw_card_text,page_number,place_id,google_name,google_address,google_rating,google_user_rating_count,google_price_level,google_primary_type,google_lat,google_lng,google_website
Caviar Russe,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/caviar-russe,"New York, NY, USA",$$$$,Contemporary,Selected Restaurants,"Reserve a table | Caviar Russe | New York, NY, USA | $$$$ · Contemporary",6,ChIJmQisBftYwokRQBBSSiPmF_k,Caviar Russe,"538 Madison Ave, New York, NY 10022, USA",4.5,297.0,PRICE_LEVEL_VERY_EXPENSIVE,restaurant,40.7607667,-73.9738498,https://www.caviarrusse.com/
Benoit,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/benoit,"New York, NY, USA",$$$,French,Selected Restaurants,"Reserve a table | Benoit | New York, NY, USA | $$$ · French",6,ChIJ397qiflYwokRx2AOUyRXMMo,Benoit New York,"60 W 55th St, New York, NY 10019, USA",4.4,1179.0,PRICE_LEVEL_EXPENSIVE,french_restaurant,40.762523,-73.977277,http://www.benoitny.com/
YingTao,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/yingtao,"New York, NY, USA",$$$$,Contemporary,One Star,"Reserve a table | YingTao | New York, NY, USA | $$$$ · Contemporary",6,ChIJkYkkoh1ZwokRE01ymVZhhpg,Yingtao,"805 9th Ave, New York, NY 10019, USA",4.4,212.0,,chinese_restaurant,40.765721899999996,-73.987724,https://yingtaonyc.com/
Aquavit,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/aquavit,"New York, NY, USA",$$$$,Scandinavian,Two Stars,"Reserve a table | Aquavit | New York, NY, USA | $$$$ · Scandinavian",6,ChIJWfonJ_tYwokRwIGb6Im403E,Aquavit,"65 E 55th St, New York, NY 10022, USA",4.6,1269.0,PRICE_LEVEL_VERY_EXPENSIVE,scandinavian_restaurant,40.7608694,-73.97227769999999,http://www.aquavit.org/
Four Twenty Five,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/four-twenty-five,"New York, NY, USA",$$$$,Contemporary,Selected Restaurants,"Reserve a table | Four Twenty Five | New York, NY, USA | $$$$ · Contemporary",6,ChIJjybX-nVZwokRbnwwPvjMw4o,"Four Twenty Five, a Jean-Georges Restaurant","425 Park Ave, New York, NY 10022, USA",4.5,262.0,,american_restaurant,40.760525099999995,-73.9712296,https://www.425parkrestaurant.com/
Chavela’s,https://guide.michelin.com/us/en/new-york-state/brooklyn/restaurant/chavela-s,"Brooklyn, NY, USA",$$,Mexican,bib,"Chavela’s | Brooklyn, NY, USA | $$ · Mexican",6,ChIJJ5J8yJ9bwokRjpOkpYgii5k,Chavela's,"736 Franklin Ave, Brooklyn, NY 11238, USA",4.5,3098.0,PRICE_LEVEL_MODERATE,mexican_restaurant,40.6734559,-73.9572247,http://chavelasnyc.com/
Roberta's,https://guide.michelin.com/us/en/new-york-state/brooklyn/restaurant/roberta-s,"Brooklyn, NY, USA",$$,Pizza,bib,"Reserve a table | Roberta's | Brooklyn, NY, USA | $$ · Pizza",6,ChIJzSOyOg1dwokRfQ-5htUfsRY,Roberta's,"261 Moore St, Brooklyn, NY 11206, USA",4.4,2118.0,PRICE_LEVEL_MODERATE,pizza_restaurant,40.705081,-73.9335834,https://www.robertaspizza.com/
Agi's Counter,https://guide.michelin.com/us/en/new-york-state/brooklyn/restaurant/agi-s-counter,"Brooklyn, NY, USA",$$,Creative,bib,"Reserve a table | Agi's Counter | Brooklyn, NY, USA | $$ · Creative",6,ChIJgbi06LFbwokRGr3pch2KH_A,Agi's Counter,"818 Franklin Ave, Brooklyn, NY 11225, USA",4.6,653.0,PRICE_LEVEL_MODERATE,eastern_european_restaurant,40.6700133,-73.9583818,http://www.agiscounter.com/
Chola,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/chola,"New York, NY, USA",$$$,Indian,Selected Restaurants,"Reserve a table | Chola | New York, NY, USA | $$$ · Indian",6,ChIJD8V01OVYwokRkOtJNMtnBEs,Chola,"232 E 58th St, New York, NY 10022, USA",4.3,789.0,PRICE_LEVEL_MODERATE,indian_restaurant,40.7602098,-73.96578,http://www.cholany.com/
Sobre Masa,https://guide.michelin.com/us/en/new-york-state/brooklyn/restaurant/sobre-masa,"Brooklyn, NY, USA",$$,Mexican,bib,"Reserve a table | Sobre Masa | Brooklyn, NY, USA | $$ · Mexican",6,ChIJmeKSwPFdwokRZ--71Rq0GBY,Sobre Masa,"52 Harrison Pl, Brooklyn, NY 11237, USA",4.5,460.0,PRICE_LEVEL_MODERATE,mexican_restaurant,40.7062811,-73.9313702,https://www.sobremasa.com/
Marea,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/marea,"New York, NY, USA",$$$$,Seafood,Selected Restaurants,"Reserve a table | Marea | New York, NY, USA | $$$$ · Seafood",6,ChIJvWSDS_ZYwokRiG9D395loxo,Marea,"240 Central Park S, New York, NY 10019, USA",4.5,3008.0,PRICE_LEVEL_VERY_EXPENSIVE,restaurant,40.7674251,-73.9811137,https://www.marearestaurant.com/new-york?utm_source=GoogleBusinessProfile&utm_medium=organic&utm_campaign=MapLabs
Per Se,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/per-se,"New York, NY, USA",$$$$,Contemporary,Three Stars,"Per Se | New York, NY, USA | $$$$ · Contemporary",6,ChIJp3PsL_ZYwokRZYqs_40RJF4,Per Se,"10 Columbus Cir, New York, NY 10019, USA",4.5,2064.0,PRICE_LEVEL_VERY_EXPENSIVE,fine_dining_restaurant,40.768217799999995,-73.9828988,https://www.thomaskeller.com/perseny
Le Veau d'Or,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-veau-d-or,"New York, NY, USA",$$$,French,Selected Restaurants,"Reserve a table | Le Veau d'Or | New York, NY, USA | $$$ · French",6,ChIJ8ccTf-9YwokRMrljca_idL0,Le Veau d'Or,"129 E 60th St, New York, NY 10022, USA",4.5,278.0,PRICE_LEVEL_EXPENSIVE,french_restaurant,40.763248,-73.96807199999999,http://lvdnyc.com/
Masa,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/masa,"New York, NY, USA",$$$$,Japanese,Two Stars,"Reserve a table | Masa | New York, NY, USA | $$$$ · Japanese",6,ChIJM26HnlhYwokR4IfXFz-AuCA,Bar Masa,"The Shops at, 10 Columbus Cir Suite 401A, New York, NY 10019, USA",4.2,584.0,PRICE_LEVEL_VERY_EXPENSIVE,restaurant,40.7685526,-73.9831866,http://www.barmasanyc.com/
Daphne's,https://guide.michelin.com/us/en/new-york-state/brooklyn/restaurant/daphne-s,"Brooklyn, NY, USA",$$,Italian-American,Selected Restaurants,"Daphne's | Brooklyn, NY, USA | $$ · Italian-American",6,ChIJhdx5XYZbwokRiPjDzj6xOQA,Daphne's,"299 Halsey St, Brooklyn, NY 11216, USA",4.7,185.0,,italian_restaurant,40.683032499999996,-73.9411454,http://daphnesbrooklyn.com/
Jean-Georges,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jean-georges,"New York, NY, USA",$$$$,Contemporary,Two Stars,"Reserve a table | Jean-Georges | New York, NY, USA | $$$$ · Contemporary",6,ChIJh5JzbfZYwokRR7KqJOksL7Y,Jean-Georges,"1 Central Prk W, New York, NY 10023, USA",4.5,1351.0,PRICE_LEVEL_VERY_EXPENSIVE,french_restaurant,40.7690576,-73.9815796,http://www.jean-georgesrestaurant.com/jean-georges/
Café Boulud,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cafe-boulud,"New York, NY, USA",$$$$,French,One Star,"Reserve a table | Café Boulud | New York, NY, USA | $$$$ · French",6,ChIJCcAxi5RYwokRdUqdw5_FHIk,Café Boulud at Maison BARNES,"100 E 63rd St, New York, NY 10065, USA",4.5,914.0,PRICE_LEVEL_VERY_EXPENSIVE,french_restaurant,40.765066499999996,-73.9676538,http://www.cafeboulud.com/nyc
Lungi,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/lungi,"New York, NY, USA",$$$,Sri Lankan,bib,"Lungi | New York, NY, USA | $$$ · Sri Lankan",6,ChIJsedB_edYwokRrxhc0jZb_Mk,Lungi South Indian & Sri Lankan Restaurant,"1136 1st Ave, New York, NY 10065, USA",4.6,1198.0,PRICE_LEVEL_MODERATE,south_indian_restaurant,40.7616823,-73.9601642,http://lungirestaurant.com/
Vert Frais,https://guide.michelin.com/us/en/new-york-state/long-island-city/restaurant/vert-frais,"Long Island City, NY, USA",$$,Japanese,Michelin Star,"Reserve a table | Vert Frais | Long Island City, NY, USA | $$ · Japanese | Reserve a table | JoJo | New York, NY, USA | $$$ · Contemporary | Reserve a table | Tatiana | New York, NY, USA | $$$ · Fusion | Bayon | New York, NY, USA | $ · Cambodian | Reserve a table | Daniel | New York, NY, USA | $$$$ · French | The Leopard at Des Artistes | New York, NY, USA | $$$$ · Italian | Reserve a table | El Fish Marisqueria | New York, NY, USA | $$$ · Mexican | Reserve a table | Cafe Commerce | New York, NY, USA | $$$ · American | Reserve a table | Tong | Brooklyn, NY, USA | $$ · Thai | Risbo | Brooklyn, NY, USA | $$ · American | Reserve a table | Mission Ceviche | New York, NY, USA | $$$ · Peruvian | Bohemian Spirit | New York, NY, USA | $$ · Czech | Reserve a table | Persepolis | New York, NY, USA | $$ · Persian | Chez Fifi | New York, NY, USA | $$$$ · French | Gordo's Cantina | Brooklyn, NY, USA | $$ · Mexican | J.G. Melon | New York, NY, USA | $ · American | Reserve a table | Kebab aur Sharab | New York, NY, USA | $$$ · Indian | Reserve a table | Orsay | New York, NY, USA | $$$ · French | Sushi Akira | New York, NY, USA | $$$$ · Japanese | Reserve a table | Sempre Oggi | New York, NY, USA | $$$$ · Italian | Reserve a table | Sushi Noz | New York, NY, USA | $$$$ · Japanese | Reserve a table | Essential by Christophe | New York, NY, USA | $$$$ · French Contemporary | Reserve a table | Covacha | New York, NY, USA | $$ · Mexican | Cardamom | Queens, NY, USA | $$ · Indian | Reserve a table | Tha Phraya | New York, NY, USA | $$ · Thai contemporary | Reserve a table | Chuan Tian Xia | Brooklyn, NY, USA | $$ · Chinese | Ly Ly Vietnam Cookhouse | New York, NY, USA | $$ · Vietnamese | Olmo | Brooklyn, NY, USA | $$$ · Mexican | Reserve a table | Cafe Sabarsky | New York, NY, USA | $$ · Austrian | Reserve a table | Eléa | New York, NY, USA | $$$ · Greek | Reserve a table | Rolo's | Queens, NY, USA | $$ · American | East Harbor Seafood Palace | Brooklyn, NY, USA | $$ · Chinese | Reserve a table | il Gigante | Queens, NY, USA | $$ · Italian | Chick Chick | New York, NY, USA | $$ · Asian | Reserve a table | Dagon | New York, NY, USA | $$$ · Mediterranean Cuisine | Reserve a table | Tanoreen | Brooklyn, NY, USA | $$ · Middle Eastern | Reserve a table | Yemenat | Brooklyn, NY, USA | $ · Middle Eastern | Enoteca Maria | Staten Island, NY, USA | $$ · Italian | Phayul | Queens, NY, USA | $$ · Tibetan | Reserve a table | Zaab Zaab | Queens, NY, USA | $$ · Thai | Miss Mamie's Spoonbread Too | New York, NY, USA | $$ · Southern | Taverna Kyclades | Astoria, NY, USA | $$ · Greek | Reserve a table | Seppe Pizza Bar | Staten Island, NY, USA | $$ · Pizza | Reserve a table | Melba's | New York, NY, USA | $$ · Southern | SaRanRom Thai | Queens, NY, USA | $$ · Thai | Lakruwana | Staten Island, NY, USA | $$ · Sri Lankan | Reserve a table | Barawine | New York, NY, USA | $$$ · Contemporary | Reserve a table | Neta Shari | Brooklyn, NY, USA | $$$$ · Japanese",7,ChIJnelMReNZwokRXqa1GK4myCk,Vert Frais,"43-10 Crescent St, Long Island City, NY 11101, USA",4.3,456.0,PRICE_LEVEL_MODERATE,japanese_restaurant,40.74884850000001,-73.9423915,https://vertfrais.squarespace.com/
JoJo,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jojo,"New York, NY, USA",$$$,Contemporary,Selected Restaurants,"Reserve a table | JoJo | New York, NY, USA | $$$ · Contemporary",7,ChIJI9k11O5YwokRJXZKb8r3CoQ,JoJo by Jean-Georges,"160 E 64th St, New York, NY 10065, USA",4.3,699.0,PRICE_LEVEL_EXPENSIVE,restaurant,40.765089499999995,-73.9657019,https://www.jojorestaurantnyc.com/
Tatiana,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/tatiana,"New York, NY, USA",$$$,Fusion,Selected Restaurants,"Reserve a table | Tatiana | New York, NY, USA | $$$ · Fusion",7,ChIJxy0SM0xZwokR5vC0f4wVlP0,Tatiana by Kwame Onwuachi,"10 Lincoln Center Plaza, New York, NY 10023, USA",4.3,848.0,PRICE_LEVEL_VERY_EXPENSIVE,caribbean_restaurant,40.772786200000006,-73.983104,https://www.tatiananyc.com/
Bayon,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/bayon,"New York, NY, USA",$,Cambodian,bib,"Bayon | New York, NY, USA | $ · Cambodian",7,ChIJ_xTxLRpZwokRCIo4c-DuKMA,Bayon Cambodian Restaurant,"408 E 64th St, New York, NY 10065, USA",4.8,202.0,PRICE_LEVEL_INEXPENSIVE,cambodian_restaurant,40.76229980000001,-73.9591276,http://bayonnyc.com/
Daniel,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/daniel,"New York, NY, USA",$$$$,French,One Star,"Reserve a table | Daniel | New York, NY, USA | $$$$ · French",7,ChIJ09ZGju5YwokRXOcNC23JRwk,Daniel,"60 E 65th St, New York, NY 10065, USA",4.6,2498.0,PRICE_LEVEL_VERY_EXPENSIVE,french_restaurant,40.7668083,-73.9675769,http://www.danielnyc.com/
The Leopard at Des Artistes,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-leopard-at-des-artistes,"New York, NY, USA",$$$$,Italian,Selected Restaurants,"The Leopard at Des Artistes | New York, NY, USA | $$$$ · Italian",7,ChIJKy5pv_RYwokRtJvlzJ4oBJE,The Leopard at des Artistes,"1 W 67th St, New York, NY 10023, USA",4.4,424.0,PRICE_LEVEL_VERY_EXPENSIVE,italian_restaurant,40.7735151,-73.978841,http://www.theleopardnyc.com/
El Fish Marisqueria,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/el-fish-marisqueria,"New York, NY, USA",$$$,Mexican,Selected Restaurants,"Reserve a table | El Fish Marisqueria | New York, NY, USA | $$$ · Mexican",7,ChIJs2_eoNBZwokR774H9Y29ANg,El Fish Marisqueria,"155 Amsterdam Ave, New York, NY 10023, USA",4.5,296.0,PRICE_LEVEL_MODERATE,mexican_restaurant,40.7752085,-73.9838169,http://elfish67.com/
Cafe Commerce,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cafe-commerce,"New York, NY, USA",$$$,American,Selected Restaurants,"Reserve a table | Cafe Commerce | New York, NY, USA | $$$ · American",7,ChIJpRJxMZFZwokRuAIdqebbohg,Cafe Commerce,"964 Lexington Ave, New York, NY 10021, USA",4.6,269.0,,restaurant,40.7694419,-73.9632635,http://cafecommercenyc.com/
Tong,https://guide.michelin.com/us/en/new-york-state/brooklyn/restaurant/tong,"Brooklyn, NY, USA",$$,Thai,Selected Restaurants,"Reserve a table | Tong | Brooklyn, NY, USA | $$ · Thai",7,ChIJC_7NeRJfwokRsy59UhNZLao,Tong,"321 Starr St, Brooklyn, NY 11237, USA",4.5,751.0,PRICE_LEVEL_MODERATE,thai_restaurant,40.707976,-73.9204821,https://tongbrooklyn.com/
Risbo,https://guide.michelin.com/us/en/new-york-state/brooklyn/restaurant/risbo,"Brooklyn, NY, USA",$$,American,Selected Restaurants,"Risbo | Brooklyn, NY, USA | $$ · American",7,ChIJBb-QzRRbwokRk_PoI4uduws,Risbo,"701 Flatbush Ave, Brooklyn, NY 11225, USA",4.5,1024.0,PRICE_LEVEL_MODERATE,french_restaurant,40.6560615,-73.9597866,http://www.risbobk.com/
Mission Ceviche,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/mission-ceviche,"New York, NY, USA",$$$,Peruvian,Selected Restaurants,"Reserve a table | Mission Ceviche | New York, NY, USA | $$$ · Peruvian",7,ChIJixS5XaJZwokR1hrG2VpP1No,Mission Ceviche Union Square,"7 E 17th St, New York, NY 10003, USA",4.7,1874.0,,seafood_restaurant,40.737855499999995,-73.9913424,http://www.missionceviche.com/
Bohemian Spirit,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/bohemian-spirit,"New York, NY, USA",$$,Czech,bib,"Bohemian Spirit | New York, NY, USA | $$ · Czech",7,ChIJZd1h-MBYwokR0Ek-F4_Sep8,Bohemian Spirit,"321 E 73rd St, New York, NY 10021, USA",4.5,685.0,PRICE_LEVEL_MODERATE,czech_restaurant,40.769081,-73.95648,http://www.bohemianspiritrestaurant.com/
Persepolis,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/persepolis,"New York, NY, USA",$$,Persian,Selected Restaurants,"Reserve a table | Persepolis | New York, NY, USA | $$ · Persian",7,ChIJ68H4QMBYwokR42l6M4OIUCM,Persepolis,"1407 2nd Ave, New York, NY 10021, USA",4.2,804.0,PRICE_LEVEL_MODERATE,persian_restaurant,40.769809699999996,-73.9579557,https://www.persepolisnewyork.com/
Chez Fifi,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/chez-fifi-1212832,"New York, NY, USA",$$$$,French,Selected Restaurants,"Chez Fifi | New York, NY, USA | $$$$ · French",7,ChIJCZ6-33tZwokRIika4HJVD-o,Chez Fifi,"140 E 74th St, New York, NY 10021, USA",4.2,164.0,,restaurant,40.7716972,-73.96156230000001,https://chezfifinyc.com/
Gordo's Cantina,https://guide.michelin.com/us/en/new-york-state/brooklyn/restaurant/gordo-s-cantina,"Brooklyn, NY, USA",$$,Mexican,bib,"Gordo's Cantina | Brooklyn, NY, USA | $$ · Mexican",7,ChIJ4ahOydVYwokR7cBu4R_8BXo,Gordo's Cantina,"140 St Nicholas Ave, Brooklyn, NY 11237, USA",4.5,671.0,PRICE_LEVEL_MODERATE,mexican_restaurant,40.7049645,-73.91757179999999,http://gordoscantina.com/
J.G. Melon,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/j-g-melon,"New York, NY, USA",$,American,Selected Restaurants,"J.G. Melon | New York, NY, USA | $ · American",7,ChIJORutA8BYwokR6obC5YpaamM,JG Melon,"1291 3rd Ave, New York, NY 10021, USA",4.2,3905.0,PRICE_LEVEL_MODERATE,bar_and_grill,40.771073799999996,-73.9593297,http://jgmelon-nyc.com/
Kebab aur Sharab,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kebab-aur-sharab,"New York, NY, USA",$$$,Indian,Selected Restaurants,"Reserve a table | Kebab aur Sharab | New York, NY, USA | $$$ · Indian",7,ChIJp5ZUdGlZwokR9QomdJsja7A,Kebab aur Sharab,"247 W 72nd St, New York, NY 10023, USA",4.3,929.0,,indian_restaurant,40.7795772,-73.9832555,https://www.kebabaursharab.com/
Orsay,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/orsay,"New York, NY, USA",$$$,French,Selected Restaurants,"Reserve a table | Orsay | New York, NY, USA | $$$ · French",7,ChIJmxNuRpVYwokRHEkGRQ_trfc,Orsay,"1057 Lexington Ave, New York, NY 10021, USA",4.3,945.0,PRICE_LEVEL_EXPENSIVE,french_restaurant,40.7724056,-73.9604715,http://www.orsayrestaurant.com/
Sushi Akira,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-akira-1241412,"New York, NY, USA",$$$$,Japanese,Selected Restaurants,"Sushi Akira | New York, NY, USA | $$$$ · Japanese",7,ChIJx32M-AZZwokRYXUV81ghelA,Sushi Akira,"317 E 75th St, New York, NY 10021, USA",4.9,71.0,,japanese_restaurant,40.7705225,-73.9558389,https://sushiakiranyc.com/
Sempre Oggi,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sempre-oggi,"New York, NY, USA",$$$$,Italian,Selected Restaurants,"Reserve a table | Sempre Oggi | New York, NY, USA | $$$$ · Italian",7,ChIJ25ryEZ5ZwokRNUaYyZc52_8,Sempre Oggi,"164 W 75th St, New York, NY 10023, USA",4.7,454.0,,restaurant,40.7802763,-73.97988939999999,https://www.semprenyc.com/
Sushi Noz,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-noz,"New York, NY, USA",$$$$,Japanese,Two Stars,"Reserve a table | Sushi Noz | New York, NY, USA | $$$$ · Japanese",7,ChIJmUAVNb5YwokRyFZIbhQ_cxM,Sushi Noz,"181 E 78th St, New York, NY 10075, USA",4.5,443.0,PRICE_LEVEL_VERY_EXPENSIVE,sushi_restaurant,40.7738781,-73.9581262,http://www.sushinoz.com/
Essential by Christophe,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/essential-by-christophe,"New York, NY, USA",$$$$,French Contemporary,One Star,"Reserve a table | Essential by Christophe | New York, NY, USA | $$$$ · French Contemporary",7,ChIJw6JyhoxZwokR3mKl4FLg5rM,Essential by Christophe,"103 W 77th St, New York, NY 10024, USA",4.8,430.0,,french_restaurant,40.7809576,-73.9766017,https://www.essentialbychristophe.com/
Covacha,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/covacha,"New York, NY, USA",$$,Mexican,bib,"Reserve a table | Covacha | New York, NY, USA | $$ · Mexican",7,ChIJ-yUjn9JZwokR7Cq1cegFzZU,Covacha,"368 Columbus Ave, New York, NY 10024, USA",4.3,1767.0,PRICE_LEVEL_MODERATE,mexican_restaurant,40.7809766,-73.97646399999999,http://www.covachany.com/
Cardamom,https://guide.michelin.com/us/en/new-york-state/queens/restaurant/cardamom,"Queens, NY, USA",$$,Indian,bib,"Cardamom | Queens, NY, USA | $$ · Indian",7,ChIJ95V_CVNYwokRB6Xv7wRrQZw,Cardamom Indian Cuisine,"43-45 43rd street, Queens Blvd, Sunnyside, NY 11104, USA",4.5,511.0,PRICE_LEVEL_INEXPENSIVE,indian_restaurant,40.7438763,-73.9212182,https://cardamomny.com/
Tha Phraya,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/tha-phraya,"New York, NY, USA",$$,Thai contemporary,bib,"Reserve a table | Tha Phraya | New York, NY, USA | $$ · Thai contemporary",7,ChIJXbVh8gRZwokR-uEVlFisxFE,Tha Phraya,"1553 2nd Ave, New York, NY 10028, USA",4.8,1272.0,PRICE_LEVEL_MODERATE,thai_restaurant,40.7745281,-73.9545117,http://www.thaphraya.com/
Chuan Tian Xia,https://guide.michelin.com/us/en/new-york-state/brooklyn/restaurant/chuan-tian-xia,"Brooklyn, NY, USA",$$,Chinese,bib,"Reserve a table | Chuan Tian Xia | Brooklyn, NY, USA | $$ · Chinese",7,ChIJrwxm-gpFwokR9f10RT15Ni8,Chuan Tian Xia,"5502 7th Ave, Brooklyn, NY 11220, USA",4.3,582.0,PRICE_LEVEL_MODERATE,chinese_restaurant,40.6396357,-74.0091003,https://www.chuantianxianewyork.com/
Ly Ly Vietnam Cookhouse,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ly-ly-vietnam-cookhouse,"New York, NY, USA",$$,Vietnamese,Selected Restaurants,"Ly Ly Vietnam Cookhouse | New York, NY, USA | $$ · Vietnamese",7,ChIJ2VQUARFZwokRjSMEcK4rT1s,Ly Ly Vietnam Cookhouse,"306 E 81st St, New York, NY 10028, USA",4.8,386.0,,vietnamese_restaurant,40.77429,-73.9537196,http://lylynyc.com/
Olmo,https://guide.michelin.com/us/en/new-york-state/brooklyn/restaurant/olmo-1244242,"Brooklyn, NY, USA",$$$,Mexican,bib,"Olmo | Brooklyn, NY, USA | $$$ · Mexican",7,ChIJIYMm9JldwokR3JTojl_rf8A,Olmo,"103 Saratoga Ave, Brooklyn, NY 11233, USA",4.8,105.0,,restaurant,40.6831458,-73.9170735,https://olmobk.com/
Cafe Sabarsky,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cafe-sabarsky,"New York, NY, USA",$$,Austrian,Selected Restaurants,"Reserve a table | Cafe Sabarsky | New York, NY, USA | $$ · Austrian",7,ChIJ01_9-ZdYwokR7iv7XpkKAic,Café Sabarsky,"1048 5th Ave, New York, NY 10028, USA",4.3,1244.0,PRICE_LEVEL_EXPENSIVE,austrian_restaurant,40.781235699999996,-73.9602568,https://www.neuegalerie.org/cafesabarsky
Eléa,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/elea-greek,"New York, NY, USA",$$$,Greek,Selected Restaurants,"Reserve a table | Eléa | New York, NY, USA | $$$ · Greek",7,ChIJk84XGIRYwokRGrW8KFlR2_g,Elea,"217 W 85th St, New York, NY 10024, USA",4.6,1091.0,PRICE_LEVEL_MODERATE,greek_restaurant,40.7875756,-73.97644700000001,http://www.eleanyc.com/
Rolo's,https://guide.michelin.com/us/en/new-york-state/queens/restaurant/rolo-s,"Queens, NY, USA",$$,American,bib,"Reserve a table | Rolo's | Queens, NY, USA | $$ · American",7,ChIJWUhoPQhdwokRYsDwo5qMnMU,Rolo’s,"8-53 Onderdonk Ave, Ridgewood, NY 11385, USA",4.5,1809.0,PRICE_LEVEL_MODERATE,bar_and_grill,40.7019431,-73.903537,http://www.rolosnyc.com/
East Harbor Seafood Palace,https://guide.michelin.com/us/en/new-york-state/brooklyn/restaurant/east-harbor-seafood-palace,"Brooklyn, NY, USA",$$,Chinese,Selected Restaurants,"East Harbor Seafood Palace | Brooklyn, NY, USA | $$ · Chinese",7,ChIJZVJwHU9FwokRBuD4swvPWjY,East Harbor Seafood Palace,"714 65th St, Brooklyn, NY 11220, USA",4.3,2157.0,PRICE_LEVEL_MODERATE,seafood_restaurant,40.6335359,-74.0143293,https://eastharborseafoodpalace.site/
il Gigante,https://guide.michelin.com/us/en/new-york-state/queens/restaurant/il-gigante-1218340,"Queens, NY, USA",$$,Italian,Selected Restaurants,"Reserve a table | il Gigante | Queens, NY, USA | $$ · Italian",7,ChIJtxFgYDRdwokRmR1IiWUh8j8,il Gigante,"8-80 Woodward Ave, Ridgewood, NY 11385, USA",4.7,273.0,,italian_restaurant,40.7023758,-73.9016075,https://www.ilgigantenyc.com/
Chick Chick,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/chick-chick,"New York, NY, USA",$$,Asian,Selected Restaurants,"Chick Chick | New York, NY, USA | $$ · Asian",7,ChIJVbsIFZVZwokRHGQifEDV3SU,Chick Chick,"618 Amsterdam Ave, New York, NY 10024, USA",4.5,452.0,PRICE_LEVEL_MODERATE,chicken_restaurant,40.790160799999995,-73.9735141,http://www.chickchicknyc.com/
Dagon,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/dagon,"New York, NY, USA",$$$,Mediterranean Cuisine,Selected Restaurants,"Reserve a table | Dagon | New York, NY, USA | $$$ · Mediterranean Cuisine",7,ChIJS0y1_oJYwokRp1XiiN58wKA,Dagon,"2454 Broadway, New York, NY 10024, USA",4.8,2373.0,PRICE_LEVEL_EXPENSIVE,mediterranean_restaurant,40.791271099999996,-73.9738886,https://dagonnyc.com/
Tanoreen,https://guide.michelin.com/us/en/new-york-state/brooklyn/restaurant/tanoreen,"Brooklyn, NY, USA",$$,Middle Eastern,bib,"Reserve a table | Tanoreen | Brooklyn, NY, USA | $$ · Middle Eastern",7,ChIJoWqUUFhFwokRgLdrJbh0bBg,Tanoreen,"7523 3rd Ave, Brooklyn, NY 11209, USA",4.7,2990.0,PRICE_LEVEL_MODERATE,middle_eastern_restaurant,40.630791599999995,-74.02778649999999,http://www.tanoreen.com/
Yemenat,https://guide.michelin.com/us/en/new-york-state/brooklyn/restaurant/yemenat,"Brooklyn, NY, USA",$,Middle Eastern,bib,"Reserve a table | Yemenat | Brooklyn, NY, USA | $ · Middle Eastern",7,ChIJB14pRT9FwokRnMbBprTy7RI,Yemenat,"7721 5th Ave, Brooklyn, NY 11209, USA",4.7,915.0,PRICE_LEVEL_EXPENSIVE,restaurant,40.627327900000004,-74.0233464,https://www.yemenat.rest/
